nb_mots,nb_liens,nb_mots_sensibles,score_html,est_reponse,domaine_expediteur,jour_semaine,label
99,2,1,0.9087045241967932,1,outlook.com,Lundi,0
119,3,2,0.730746916847495,1,gmail.com,Mardi,0
155,2,3,0.2716668066830147,1,entreprise.ma,Lundi,0
136,2,0,0.4968638557447399,1,yahoo.com,Mercredi,0
108,0,1,0.027792789967078013,0,outlook.com,Mercredi,0
143,1,0,0.33928278180594185,0,gmail.com,Dimanche,0
34,1,0,0.5225352355851183,1,gmail.com,Mardi,0
154,0,1,0.5172236151162501,1,gmail.com,Vendredi,0
67,1,0,0.20818487800854113,0,gmail.com,Mardi,0
109,0,0,0.7767473661838907,0,yahoo.com,Samedi,0
86,2,1,0.29886215852664344,1,outlook.com,Vendredi,0
81,2,0,0.5804100231779726,1,gmail.com,Mercredi,0
154,2,1,0.2715222255379748,0,gmail.com,Dimanche,0
105,0,1,0.42516787298677017,0,yahoo.com,Dimanche,0
130,2,1,0.20751462525023023,1,entreprise.ma,Mercredi,0
118,1,2,0.6330077925320383,1,outlook.com,Samedi,0
134,0,0,0.4255843601413507,1,gmail.com,Vendredi,0
122,1,0,0.016117304487764272,1,banque.ma,Lundi,0
81,0,1,0.028164994016766087,0,inconnu,Lundi,0
149,4,1,0.4711343184714222,1,gmail.com,Mardi,0
105,3,1,0.18322586690535436,1,outlook.com,Dimanche,0
73,5,0,0.5850420481447424,0,yahoo.com,Mercredi,0
107,0,0,0.4081917817720213,1,inconnu,Lundi,0
165,2,0,0.6544198355397227,1,yahoo.com,Mercredi,0
145,2,0,0.9523951740639516,1,inconnu,Mardi,0
109,0,1,0.5287361347952536,0,gmail.com,Jeudi,0
109,2,1,0.7873786035900996,0,gmail.com,Mercredi,0
110,2,0,0.7530409963159371,0,entreprise.ma,Jeudi,0
182,0,0,0.9217911043238652,0,entreprise.ma,Dimanche,0
131,2,0,0.2140178672380062,0,entreprise.ma,Mercredi,0
132,0,1,0.8273269707849409,0,banque.ma,Vendredi,0
150,3,0,0.9055203785046868,0,entreprise.ma,Samedi,0
127,2,2,0.39276298094757767,1,outlook.com,Jeudi,0
112,1,1,0.31381619459896815,0,yahoo.com,Vendredi,0
114,3,0,0.9520359096782878,0,yahoo.com,Samedi,0
117,2,2,0.627632822138868,0,yahoo.com,Vendredi,0
118,1,0,0.38067648524146835,0,outlook.com,Mardi,0
141,1,0,0.7918277209316302,1,yahoo.com,Mardi,0
121,1,0,0.3044739016157151,0,gmail.com,Lundi,0
141,1,1,0.17640758606986207,0,gmail.com,Jeudi,0
117,3,0,0.5439696357977055,0,inconnu,Lundi,0
122,2,1,0.5662120449106034,0,gmail.com,Dimanche,0
60,2,0,0.825746482267338,0,gmail.com,Jeudi,0
147,2,1,0.45702735502043,0,yahoo.com,Mardi,0
130,0,1,0.8145865395053415,0,gmail.com,Mardi,0
149,1,0,0.31132267934833846,0,yahoo.com,Samedi,0
33,0,0,0.5753682021777919,1,gmail.com,Samedi,0
182,2,0,0.2084727789007158,0,gmail.com,Mardi,0
115,2,3,0.3854459509165964,0,entreprise.ma,Dimanche,0
153,3,2,0.8575396978328511,0,entreprise.ma,Jeudi,0
88,0,1,0.21598819343575504,0,gmail.com,Dimanche,0
138,3,0,0.8102394628992677,0,outlook.com,Dimanche,0
88,1,1,0.2828716578474062,0,outlook.com,Mardi,0
101,0,0,0.03448971967945369,0,entreprise.ma,Lundi,0
177,1,0,0.10993457005684626,0,yahoo.com,Vendredi,0
114,1,2,0.7458795453207882,0,gmail.com,Samedi,0
126,0,0,0.26207092650214825,0,outlook.com,Dimanche,0
146,1,0,0.6541455922412722,1,yahoo.com,Jeudi,0
134,4,1,0.6991989027572331,0,gmail.com,Vendredi,0
124,1,0,0.34511846443468486,0,yahoo.com,Lundi,0
130,1,0,0.47491898721114023,1,entreprise.ma,Mercredi,0
192,2,1,0.4037670904558106,0,yahoo.com,Samedi,0
118,1,1,0.947348996354534,0,gmail.com,Mardi,0
126,0,0,0.31994886235158737,0,entreprise.ma,Samedi,0
151,1,5,0.18332304222496076,0,banque.ma,Samedi,0
153,0,1,0.36559284287557825,0,yahoo.com,Samedi,0
155,1,0,0.6695157076020122,1,yahoo.com,Lundi,0
139,1,0,0.6973626903614653,0,outlook.com,Mercredi,0
85,2,1,0.9240573153600069,0,gmail.com,Jeudi,0
169,1,1,0.8817544848758092,0,outlook.com,Lundi,0
85,1,0,0.2883205204172755,0,entreprise.ma,Jeudi,0
129,2,0,0.4551632489675964,0,yahoo.com,Vendredi,0
97,2,0,0.747268988183434,0,gmail.com,Vendredi,0
118,2,0,0.9165372806020251,0,gmail.com,Jeudi,0
129,2,0,0.3371650128568918,0,outlook.com,Dimanche,0
129,0,1,0.4444414341769959,1,gmail.com,Vendredi,0
132,2,0,0.8994782704536088,0,yahoo.com,Vendredi,0
168,1,0,0.3584838731584227,0,yahoo.com,Mardi,0
133,2,1,0.48051298619173577,0,gmail.com,Jeudi,0
112,3,1,0.9045041412180789,0,yahoo.com,Jeudi,0
148,1,0,0.8022432179898482,0,yahoo.com,Mercredi,0
155,2,2,0.2434309250098028,1,outlook.com,Samedi,0
83,0,0,0.32479506541193337,0,gmail.com,Mardi,0
137,0,0,0.3529587274593391,0,gmail.com,Lundi,0
141,4,0,0.9127384734310597,1,entreprise.ma,Mardi,0
111,1,1,0.9989337371045391,0,entreprise.ma,Lundi,0
161,1,0,0.7740043021554399,1,entreprise.ma,Jeudi,0
115,0,0,0.4843263024935066,0,gmail.com,Mardi,0
123,3,3,0.010173818067478968,0,gmail.com,Dimanche,0
114,2,1,0.6974880565979574,1,outlook.com,Mercredi,0
120,2,0,0.3893611644977847,1,banque.ma,Samedi,0
87,1,0,0.6329864702286054,0,banque.ma,Vendredi,0
76,2,1,0.6066939634624288,0,entreprise.ma,Lundi,0
167,0,1,0.4808320565743873,0,gmail.com,Vendredi,0
94,2,0,0.944387397726323,0,entreprise.ma,Samedi,0
90,2,0,0.023146345355341658,1,banque.ma,Jeudi,0
55,2,0,0.7121324844725883,0,gmail.com,Jeudi,0
100,2,0,0.409839868299546,0,yahoo.com,Jeudi,0
80,2,0,0.7137904504916113,1,yahoo.com,Vendredi,0
169,2,0,0.6752196475396319,1,gmail.com,Samedi,0
150,0,0,0.010238002575995386,0,yahoo.com,Dimanche,0
99,1,0,0.28533849517467125,1,banque.ma,Jeudi,0
187,1,0,0.18909152050378042,0,banque.ma,Jeudi,0
149,3,0,0.1669863529424923,1,inconnu,Vendredi,0
110,1,0,0.7284766841211328,0,yahoo.com,Jeudi,1
45,5,0,0.2395513490931246,1,yahoo.com,Samedi,0
188,3,1,0.4747376149873008,0,outlook.com,Lundi,0
78,3,0,0.24698899528567952,0,yahoo.com,Mardi,0
70,2,3,0.5802338234353299,0,gmail.com,Lundi,1
150,1,0,0.720573768059968,1,entreprise.ma,Dimanche,0
193,3,0,0.3310747386981765,1,gmail.com,Jeudi,0
161,2,2,0.603020848287122,0,gmail.com,Samedi,0
136,0,1,0.824854774413739,0,gmail.com,Samedi,0
137,3,0,0.09422428516449166,0,inconnu,Jeudi,0
145,1,3,0.7106705990412712,0,gmail.com,Dimanche,0
142,1,0,0.3231449444353802,0,yahoo.com,Dimanche,0
128,2,0,0.12264995652494426,0,inconnu,Jeudi,0
123,1,1,0.5456542076143488,0,yahoo.com,Jeudi,0
118,0,0,0.22626231926773177,0,gmail.com,Vendredi,0
97,3,0,0.8213617926691577,1,outlook.com,Samedi,0
111,3,0,0.04289590953107614,0,gmail.com,Mardi,0
69,3,0,0.09865289627089746,0,gmail.com,Vendredi,0
117,1,1,0.5209961259858169,0,banque.ma,Vendredi,0
90,2,0,0.5889417840769567,0,gmail.com,Samedi,0
86,0,1,0.7298866645227469,0,outlook.com,Dimanche,0
125,1,1,0.2592607282521938,0,yahoo.com,Jeudi,0
161,1,1,0.8417604082132918,0,gmail.com,Lundi,0
147,1,0,0.9531423397737832,0,yahoo.com,Samedi,0
72,1,2,0.4990393035948636,0,gmail.com,Lundi,0
90,0,1,0.7605313649698012,0,gmail.com,Mercredi,0
148,4,1,0.5248483545437927,0,yahoo.com,Samedi,0
90,3,0,0.06946702941221061,0,gmail.com,Mardi,0
113,3,0,0.3261115128426211,0,outlook.com,Samedi,0
136,5,0,0.087486689627015,0,gmail.com,Mercredi,0
90,3,0,0.9888791192550135,0,yahoo.com,Vendredi,0
123,3,0,0.2290259120733772,1,entreprise.ma,Mercredi,0
79,2,0,0.6359004194157187,1,yahoo.com,Dimanche,0
101,1,0,0.28434510194493734,0,banque.ma,Mercredi,0
129,1,0,0.6532462153559259,0,outlook.com,Samedi,0
72,2,1,0.21040169087048244,0,inconnu,Mercredi,0
133,0,2,0.7852700659100745,0,gmail.com,Mardi,0
119,2,1,0.11081160283663549,0,inconnu,Samedi,0
136,4,0,0.8951504000902802,0,outlook.com,Lundi,0
126,2,0,0.8404216925407945,1,entreprise.ma,Lundi,0
160,3,0,0.6788073436383856,0,inconnu,Mercredi,0
123,0,1,0.06741462714284785,1,outlook.com,Samedi,0
107,0,0,0.20856902832892832,0,banque.ma,Mardi,0
123,2,1,0.859361595691076,0,yahoo.com,Lundi,0
136,3,0,0.12197443430259514,0,outlook.com,Jeudi,0
121,2,1,0.15593209630802007,0,yahoo.com,Samedi,0
121,0,1,0.5440033237555207,1,gmail.com,Dimanche,0
98,1,0,0.2741774396743437,0,outlook.com,Samedi,0
100,1,0,0.2220756999439295,0,inconnu,Dimanche,0
77,2,0,0.5758134318481806,0,entreprise.ma,Lundi,0
172,1,1,0.37257667645802905,0,entreprise.ma,Lundi,0
82,1,0,0.14055989676966874,0,outlook.com,Mardi,0
99,2,2,0.5348537675454644,0,gmail.com,Mardi,0
98,2,0,0.38701240327862274,0,gmail.com,Lundi,0
146,1,0,0.7345167742737694,1,gmail.com,Jeudi,0
111,0,0,0.1027554423205892,0,gmail.com,Jeudi,0
157,1,1,0.6206132439459738,0,outlook.com,Dimanche,0
99,2,2,0.4364933269432477,0,entreprise.ma,Mercredi,1
128,2,0,0.4060618750524041,1,gmail.com,Mercredi,0
94,1,3,0.2322876880083412,0,gmail.com,Lundi,0
184,0,0,0.03042602820271112,1,gmail.com,Lundi,0
84,3,1,0.8476891943646455,0,gmail.com,Lundi,0
129,4,0,0.3264100860344259,0,yahoo.com,Samedi,0
139,0,0,0.6810910397298471,0,gmail.com,Jeudi,0
132,2,1,0.9475873997767074,1,gmail.com,Vendredi,0
114,6,1,0.5649902980821316,0,inconnu,Mercredi,0
116,1,1,0.3971469025198663,0,gmail.com,Mercredi,1
121,3,0,0.2682735663487037,0,entreprise.ma,Vendredi,0
115,1,2,0.9340437926474934,0,outlook.com,Lundi,0
148,0,0,0.6820768180511428,0,gmail.com,Mercredi,0
186,1,1,0.6652813932565596,1,entreprise.ma,Jeudi,0
103,2,0,0.42615832514527696,1,outlook.com,Vendredi,0
78,1,1,0.8450487128674307,1,gmail.com,Jeudi,0
117,2,0,0.7136721870094871,0,gmail.com,Samedi,0
197,1,0,0.2831832717810161,0,entreprise.ma,Lundi,0
95,3,0,0.599578660025048,0,yahoo.com,Mercredi,0
169,2,2,0.43019395460126564,0,yahoo.com,Dimanche,0
170,2,1,0.006590162829713031,1,gmail.com,Jeudi,0
103,3,1,0.8076234315017974,0,gmail.com,Vendredi,0
137,0,0,0.1228303489197008,1,entreprise.ma,Dimanche,0
168,2,0,0.5099545060026142,1,entreprise.ma,Lundi,0
108,2,1,0.3362261930848156,0,outlook.com,Mercredi,0
113,2,0,0.3420890412006775,0,gmail.com,Mercredi,0
102,5,0,0.477364883413808,0,inconnu,Dimanche,0
89,2,0,0.997023104019745,0,outlook.com,Lundi,0
100,0,1,0.4083796806314758,0,entreprise.ma,Lundi,0
83,2,1,0.1823292298165724,1,gmail.com,Lundi,0
121,4,1,0.6136063380493689,0,yahoo.com,Samedi,0
96,0,1,0.23628770803952126,0,banque.ma,Jeudi,0
127,1,2,0.10554913671295041,1,gmail.com,Mardi,0
73,3,0,0.05017417206592911,1,entreprise.ma,Samedi,0
129,1,2,0.022881274019683873,1,outlook.com,Mercredi,0
145,0,0,0.4311646483110637,0,gmail.com,Dimanche,0
60,1,0,0.42672577987339366,0,entreprise.ma,Jeudi,0
131,1,0,0.18554540007795295,0,gmail.com,Vendredi,0
156,2,1,0.7840190537712093,0,entreprise.ma,Mercredi,0
83,0,0,0.12927062791987876,0,inconnu,Samedi,0
170,1,1,0.9153171926393024,0,inconnu,Mardi,0
132,1,4,0.5875759776432724,1,entreprise.ma,Vendredi,0
98,2,0,0.02761637610492962,0,yahoo.com,Mercredi,0
118,4,0,0.9629726257427166,0,outlook.com,Dimanche,0
136,2,0,0.3079412595458536,0,entreprise.ma,Mardi,0
122,0,1,0.4499749595778534,0,gmail.com,Lundi,0
136,2,2,0.28426869299455215,0,gmail.com,Mardi,0
92,1,0,0.7284212980337775,0,outlook.com,Mercredi,0
125,1,0,0.48568022071953865,1,gmail.com,Mardi,0
77,0,2,0.1323729594025026,0,inconnu,Samedi,0
116,1,0,0.10420395235945379,0,yahoo.com,Mercredi,0
92,1,0,0.7253754133245748,0,gmail.com,Mercredi,0
97,1,1,0.2370814049312715,0,yahoo.com,Dimanche,0
157,2,0,0.13779337463847252,1,banque.ma,Mardi,0
152,1,3,0.4994275969978428,0,inconnu,Mardi,0
138,1,1,0.802765287536304,0,gmail.com,Samedi,0
87,3,0,0.27878274587313046,0,entreprise.ma,Vendredi,0
110,2,1,0.27643161170080777,1,outlook.com,Vendredi,0
156,1,0,0.8338812602603769,0,outlook.com,Jeudi,0
124,4,1,0.14783379456878265,0,entreprise.ma,Mercredi,0
189,1,1,0.6167275917865472,0,gmail.com,Vendredi,0
131,1,0,0.9550134829825855,1,yahoo.com,Dimanche,0
125,1,1,0.8413031495773076,1,gmail.com,Jeudi,0
110,0,0,0.061815233779729195,0,gmail.com,Samedi,0
124,1,1,0.3199108765616254,1,gmail.com,Mercredi,0
115,0,1,0.14237446559261635,0,gmail.com,Samedi,0
141,1,1,0.9492406376871397,0,outlook.com,Dimanche,0
148,1,2,0.9859415662220812,0,gmail.com,Jeudi,0
96,3,1,0.2349930205400379,1,outlook.com,Vendredi,0
80,2,0,0.6696990448287525,0,outlook.com,Jeudi,0
64,0,1,0.8416317320471184,1,inconnu,Mardi,0
135,1,0,0.23368028441447652,0,outlook.com,Samedi,0
86,2,0,0.18768063432097748,1,inconnu,Jeudi,0
55,2,1,0.011211023247280294,0,gmail.com,Samedi,0
131,6,0,0.4119624569415259,0,entreprise.ma,Lundi,0
194,1,3,0.8994374623947164,0,gmail.com,Lundi,0
119,2,1,0.9029796490563489,0,entreprise.ma,Jeudi,0
145,4,0,0.12774312750901629,0,yahoo.com,Lundi,0
122,0,2,0.20435248052839494,0,outlook.com,Jeudi,0
117,0,0,0.4080473309345336,1,gmail.com,Samedi,0
147,1,0,0.7806245451637019,0,gmail.com,Dimanche,0
111,3,1,0.6118514835317286,0,entreprise.ma,Dimanche,0
128,0,1,0.5138497435202164,0,inconnu,Jeudi,1
129,0,0,0.5919318842226031,0,gmail.com,Jeudi,0
99,1,2,0.09619969380229665,0,inconnu,Lundi,0
149,0,0,0.477663642254907,1,gmail.com,Mercredi,0
114,1,2,0.9920632895391284,0,entreprise.ma,Jeudi,0
97,2,0,0.08844614693908781,1,inconnu,Jeudi,0
136,2,0,0.5192466776348864,0,gmail.com,Mardi,0
93,2,0,0.2956492616573746,1,yahoo.com,Mardi,0
120,2,1,0.539913296861959,0,gmail.com,Vendredi,0
119,0,1,0.5738187600337467,0,yahoo.com,Lundi,0
152,1,0,0.5774728981194759,0,entreprise.ma,Mercredi,0
134,0,0,0.8522087853108866,1,outlook.com,Dimanche,0
119,2,0,0.3897474146736609,0,inconnu,Jeudi,0
144,2,0,0.5163541626664959,0,gmail.com,Dimanche,0
161,2,0,0.010928398967748554,0,yahoo.com,Jeudi,0
136,1,1,0.7895506015797668,1,yahoo.com,Lundi,0
120,3,2,0.2594877073758529,0,inconnu,Vendredi,0
80,2,1,0.8165550240405164,0,gmail.com,Vendredi,0
88,2,1,0.2656386663803172,1,inconnu,Mardi,0
110,3,0,0.010788496262492231,1,yahoo.com,Dimanche,0
101,2,0,0.15483131819344675,1,outlook.com,Lundi,0
114,0,3,0.985682902572168,1,yahoo.com,Vendredi,0
121,1,0,0.31980124594798853,0,banque.ma,Vendredi,0
135,1,3,0.10882390201274716,0,outlook.com,Dimanche,0
117,1,0,0.11875880362575053,0,outlook.com,Mercredi,0
134,0,1,0.3103427140572238,1,outlook.com,Mardi,0
121,0,1,0.037645041116763034,1,yahoo.com,Mardi,0
60,0,1,0.5114885881219537,1,gmail.com,Mardi,0
91,2,1,0.21374091548932017,0,entreprise.ma,Samedi,0
115,5,1,0.5193106413968722,0,gmail.com,Vendredi,0
83,2,2,0.14076421869922018,0,entreprise.ma,Jeudi,0
137,1,1,0.42985722901749235,0,outlook.com,Samedi,0
165,2,0,0.5979168584012445,0,yahoo.com,Vendredi,0
156,1,0,0.06199993833810802,1,outlook.com,Vendredi,0
113,3,1,0.39874930925105856,0,outlook.com,Dimanche,0
164,0,0,0.3025238209896878,0,entreprise.ma,Lundi,0
124,0,2,0.24035981648863403,0,entreprise.ma,Dimanche,0
109,0,2,0.6045346260844965,1,gmail.com,Mardi,0
101,1,1,0.5885419857654073,0,inconnu,Mardi,0
110,2,1,0.6306998066776935,1,yahoo.com,Dimanche,0
108,0,1,0.15888267043252136,0,banque.ma,Mercredi,0
125,1,1,0.28570924486232774,0,gmail.com,Mardi,0
124,0,0,0.20967877799507872,0,gmail.com,Vendredi,0
120,0,0,0.5405036049978419,1,outlook.com,Lundi,0
133,2,1,0.4610656892096163,0,gmail.com,Mercredi,0
155,1,0,0.33029373759275005,1,inconnu,Vendredi,0
148,2,0,0.7860148088684331,0,gmail.com,Vendredi,0
75,2,1,0.0939737444083828,0,gmail.com,Samedi,0
43,1,1,0.9748966887556422,0,gmail.com,Mercredi,0
148,1,0,0.11654407781531873,0,gmail.com,Samedi,0
78,1,1,0.7730708125683694,0,outlook.com,Vendredi,0
113,1,0,0.36823018916083183,0,yahoo.com,Vendredi,0
84,0,0,0.8652622291318056,1,yahoo.com,Samedi,0
65,3,0,0.07416994878416205,0,gmail.com,Lundi,0
136,0,1,0.3747217101923378,0,gmail.com,Lundi,0
142,2,1,0.3354434065002363,0,gmail.com,Samedi,0
102,1,0,0.9931570382255354,0,entreprise.ma,Lundi,0
42,5,0,0.9855489948896256,0,entreprise.ma,Mardi,0
103,1,1,0.189803958666388,1,entreprise.ma,Mercredi,0
131,2,0,0.6299469606983389,0,inconnu,Lundi,0
75,1,1,0.5355194199109402,1,banque.ma,Vendredi,0
125,1,1,0.15437349124073874,0,yahoo.com,Mardi,0
119,1,0,0.16777970610442305,0,yahoo.com,Mercredi,0
137,1,2,0.9892517284795547,0,inconnu,Lundi,0
123,1,1,0.4527299936209327,0,outlook.com,Lundi,0
90,0,1,0.1258012920000735,0,gmail.com,Mercredi,0
155,1,1,0.21479003873925429,0,outlook.com,Lundi,0
115,1,0,0.26834806724854965,1,inconnu,Samedi,0
119,2,0,0.5109172633186193,1,entreprise.ma,Mercredi,0
92,0,0,0.3355481295063093,0,gmail.com,Mercredi,0
106,2,0,0.45501178588992097,1,inconnu,Vendredi,0
93,2,0,0.16649955110136272,0,inconnu,Dimanche,0
114,1,1,0.3267286905875062,0,gmail.com,Mercredi,0
171,1,1,0.07031659271775403,1,banque.ma,Dimanche,0
78,3,4,0.8897102734758487,0,banque.ma,Jeudi,0
71,3,2,0.19875247716857825,1,gmail.com,Lundi,0
164,1,0,0.7569001354287388,0,outlook.com,Dimanche,0
113,2,0,0.349551788203346,0,gmail.com,Vendredi,0
99,0,1,0.4743973189397933,0,outlook.com,Dimanche,0
151,3,1,0.29126103946122683,1,inconnu,Mardi,0
101,1,1,0.6964412711073699,0,yahoo.com,Dimanche,0
174,2,1,0.8445464192747074,0,yahoo.com,Dimanche,0
140,0,0,0.2862701847395881,0,inconnu,Jeudi,0
105,1,0,0.24221764366359244,0,inconnu,Mercredi,0
184,1,0,0.6814402654638969,0,gmail.com,Mardi,0
101,2,0,0.19515306056772086,1,inconnu,Dimanche,0
142,1,1,0.6398397656097723,1,gmail.com,Mardi,0
128,1,1,0.09442807969363554,1,gmail.com,Mardi,0
159,3,0,0.6201371599606872,1,entreprise.ma,Mardi,0
166,2,1,0.5134067340104331,1,entreprise.ma,Vendredi,0
120,1,0,0.11390571557630835,1,entreprise.ma,Vendredi,0
97,3,0,0.6491036348645998,0,gmail.com,Mardi,0
133,2,0,0.44655715703407584,0,gmail.com,Jeudi,0
99,0,0,0.2171150508170857,1,inconnu,Lundi,0
180,0,0,0.3533841557021773,0,gmail.com,Samedi,0
124,1,0,0.49210210563892964,1,gmail.com,Lundi,0
109,1,1,0.091554227264382,0,entreprise.ma,Vendredi,0
125,1,0,0.9576094831283543,1,outlook.com,Jeudi,0
79,1,2,0.6655621562121212,0,yahoo.com,Jeudi,0
90,1,1,0.102534981287696,0,gmail.com,Mercredi,0
156,1,0,0.8228621843284595,0,banque.ma,Vendredi,0
100,3,2,0.3225549309461454,0,inconnu,Jeudi,0
88,1,1,0.5967995367131839,1,gmail.com,Jeudi,0
136,2,0,0.27714284157957325,0,outlook.com,Lundi,0
155,0,0,0.7334059449146072,1,gmail.com,Jeudi,0
141,0,0,0.7230089750001023,0,entreprise.ma,Jeudi,0
149,0,1,0.552043456872418,1,gmail.com,Dimanche,0
97,3,1,0.24092559247157808,0,entreprise.ma,Mardi,0
77,2,0,0.2537038075121455,0,yahoo.com,Dimanche,0
165,1,1,0.38286279669494294,0,yahoo.com,Lundi,0
110,0,0,0.1450121673962853,1,banque.ma,Lundi,0
112,0,0,0.3376557131909236,0,yahoo.com,Mardi,0
159,2,1,0.6843546012483125,0,entreprise.ma,Lundi,0
136,2,0,0.8308452800594213,0,yahoo.com,Mercredi,0
133,0,1,0.3325822904933614,0,gmail.com,Samedi,0
184,2,0,0.23359025825436397,1,yahoo.com,Mercredi,0
100,2,0,0.8326425783351343,0,yahoo.com,Vendredi,0
147,1,1,0.8907040273859212,0,yahoo.com,Samedi,0
121,1,1,0.4100215233120643,1,entreprise.ma,Lundi,0
128,2,0,0.02690415384963385,0,outlook.com,Lundi,0
165,3,0,0.6949616208941519,1,banque.ma,Mercredi,0
135,3,0,0.7840332361831295,0,yahoo.com,Vendredi,0
136,2,1,0.01802425316444023,1,gmail.com,Dimanche,0
152,2,1,0.5950308533415132,0,gmail.com,Vendredi,0
109,2,0,0.588368758244175,1,banque.ma,Mercredi,0
94,2,0,0.37870790874791405,0,gmail.com,Mercredi,0
88,4,3,0.7497673258508377,0,gmail.com,Samedi,1
61,0,1,0.42817903811436064,0,gmail.com,Mardi,0
181,1,2,0.6767759517913641,0,yahoo.com,Vendredi,1
86,1,0,0.5171173046351519,0,yahoo.com,Vendredi,0
113,0,1,0.24846460470284393,0,gmail.com,Mardi,0
111,1,0,0.6065008630101317,1,yahoo.com,Mercredi,0
129,3,2,0.7369084948458416,0,yahoo.com,Dimanche,0
144,2,0,0.9739056734370036,0,entreprise.ma,Mardi,0
145,0,1,0.38010894680241347,0,entreprise.ma,Mardi,0
102,3,0,0.0644725446663511,0,outlook.com,Jeudi,0
114,3,1,0.9879712212213518,0,yahoo.com,Vendredi,0
128,1,1,0.6238066594255363,1,gmail.com,Mercredi,0
112,4,2,0.9464504581607692,1,entreprise.ma,Jeudi,0
168,1,2,0.10382708601111934,0,gmail.com,Samedi,0
134,3,1,0.34203383987045766,0,yahoo.com,Jeudi,0
142,2,0,0.1339366988727243,0,inconnu,Dimanche,0
139,3,1,0.8355101545820595,0,inconnu,Jeudi,0
155,1,1,0.8803427414293161,0,banque.ma,Mercredi,0
125,1,0,0.5013116998750204,1,inconnu,Mardi,0
81,0,0,0.18660621766203045,0,banque.ma,Mercredi,0
131,1,1,0.12711896903970854,1,entreprise.ma,Vendredi,0
100,4,1,0.5881641100802067,0,gmail.com,Samedi,0
104,1,0,0.5063763245853006,0,inconnu,Dimanche,0
137,2,0,0.6947891023676676,1,banque.ma,Samedi,0
157,2,1,0.3052072626199912,0,gmail.com,Samedi,0
120,1,1,0.40236799502436227,0,yahoo.com,Dimanche,0
129,3,0,0.021361073851157375,0,gmail.com,Vendredi,0
171,1,0,0.610143045075529,0,inconnu,Mardi,0
127,0,2,0.4231435213464778,0,outlook.com,Mercredi,0
198,5,1,0.9197646338134479,0,gmail.com,Mardi,0
136,1,0,0.6417862977048049,0,gmail.com,Mardi,0
67,1,0,0.3986944914496938,1,inconnu,Mercredi,0
142,1,1,0.26358918087335037,0,outlook.com,Vendredi,0
131,1,0,0.9052849426076388,0,yahoo.com,Mercredi,0
158,1,0,0.016265074117443268,0,yahoo.com,Samedi,0
140,0,0,0.3269124672523922,0,gmail.com,Vendredi,0
115,2,0,0.943505583788035,0,gmail.com,Lundi,0
83,2,0,0.6540330069815741,0,outlook.com,Lundi,0
113,1,0,0.5327190712832991,0,yahoo.com,Lundi,0
94,3,1,0.20353471792042743,0,yahoo.com,Samedi,0
102,1,0,0.8333747742543871,1,outlook.com,Dimanche,0
137,0,0,0.2041990625927761,1,gmail.com,Dimanche,0
170,3,1,0.24825353152124996,0,inconnu,Jeudi,0
131,3,0,0.19185114287185523,0,gmail.com,Vendredi,0
84,0,2,0.15814946056952195,0,gmail.com,Vendredi,0
133,1,0,0.9533124959788029,0,gmail.com,Mercredi,0
155,2,0,0.6020315961413084,0,gmail.com,Vendredi,0
101,1,1,0.637837132010094,1,gmail.com,Mercredi,0
115,0,1,0.9543254656787835,0,yahoo.com,Jeudi,0
120,0,0,0.23057505512556264,1,entreprise.ma,Mercredi,0
96,2,1,0.0059175385976920625,0,gmail.com,Lundi,0
139,3,0,0.5988836495702912,0,yahoo.com,Mercredi,0
116,0,0,0.5078448532241586,0,inconnu,Mercredi,0
132,0,0,0.4776503773982941,1,gmail.com,Mercredi,0
93,1,1,0.061880211246199135,0,entreprise.ma,Vendredi,0
106,3,1,0.4544348665747845,0,gmail.com,Mardi,0
141,0,0,0.2875595650906989,0,gmail.com,Mardi,0
108,5,3,0.2745646772243131,1,yahoo.com,Samedi,0
171,1,0,0.22238158017909282,1,gmail.com,Mardi,0
108,1,2,0.33252835975457073,0,inconnu,Samedi,0
126,3,0,0.3531330751434124,0,gmail.com,Vendredi,0
147,1,1,0.3087757763619975,1,outlook.com,Lundi,0
77,0,0,0.978752715719509,1,outlook.com,Mardi,0
67,1,0,0.9327310855094871,0,gmail.com,Mardi,0
74,1,1,0.5745100995248622,1,entreprise.ma,Dimanche,0
157,1,0,0.9810548384103098,0,yahoo.com,Dimanche,0
103,2,2,0.9911980103191901,0,entreprise.ma,Jeudi,1
196,1,0,0.3559397100173025,0,entreprise.ma,Dimanche,0
103,0,1,0.4451875457397445,0,gmail.com,Samedi,0
125,2,0,0.9590617769846655,1,yahoo.com,Samedi,0
166,1,0,0.6086261992986866,0,gmail.com,Jeudi,0
180,2,1,0.21292908283727252,0,gmail.com,Lundi,0
181,2,0,0.6893806683365004,1,gmail.com,Mercredi,0
156,1,0,0.20574618204608752,1,inconnu,Mercredi,0
150,1,0,0.3393577436718458,0,yahoo.com,Jeudi,0
137,0,2,0.22756016309535154,0,gmail.com,Jeudi,0
143,2,0,0.24498021593384223,1,gmail.com,Lundi,0
103,1,0,0.004655581566782252,1,gmail.com,Lundi,0
95,4,1,0.8807088321994518,1,gmail.com,Vendredi,0
119,1,0,0.2959904952757938,0,yahoo.com,Mercredi,0
114,3,0,0.08637437952279448,0,gmail.com,Vendredi,0
106,1,0,0.08698740568108854,1,gmail.com,Mardi,0
